text,subject_label,subject_conf,tactic_label,tactic_conf
"the rank-nullity theorem implies dim(ker(f)) + dim(im(g)) = dim(c^n). therefore, the gcd(r, x) can be expressed as a linear combination of r and x.",10,0.5931172898904343,0,0.44715674591126325
(p  implies  q) is logically equivalent to ( not q  implies   not p).,-1,0.3625970164701608,0,0.6518763018632654
"by the pigeonhole principle, there exist two vertices with the same degree. also, chebyshev’s inequality bounds tail probabilities via variance.",-1,0.20085119909750276,-1,0.14285714285714288
"boundary conditions are omitted for brevity. therefore, var(x) = e[x^2] - (e[x])^2.",5,0.4299208317422926,-1,0.29498745578750446
"if g is connected, there exists a spanning tree of g. also, w \ t = w intersection t complement .",5,0.7952354842784463,-1,0.34425219580108696
"the gcd(v, b1) can be expressed as a linear combination of v and b1.",-1,0.3145975585707564,-1,0.14285714285714288
"if a function is differentiable at u, it is continuous at u. therefore, if p is invertible, then det(p) not equal 0. hence, if p and p are independent, then p(p intersection p) = p(p) p(p).",10,0.9164158396521541,0,0.44715674591126325
"integration by parts: ∫ u dv = uv - ∫ v du. hence, the gcd(u, c) can be expressed as a linear combination of u and c.",-1,0.35972088749962255,-1,0.29498745578750446
"if u divides a and a divides 36, then u divides 36.",-1,0.2622082664807506,-1,0.2380908030031178
there exists a bijection between e and t under certain conditions.,-1,0.13739297714288734,-1,0.34425219580108696
the derivative of a sum is the sum of derivatives.,9,0.41865737616313903,-1,0.14285714285714288
there exists a path between any two vertices in a connected g.,5,0.7440911876685691,-1,0.34425219580108696
"let c_n be a simple graph with 3 vertices; then the sum of degrees is even. moreover, the derivative of a sum is the sum of derivatives. also, var(x) = e[x^2] - (e[x])^2.",10,0.43955992712978414,-1,0.14285714285714288
consider the mapping f with unknown regularity.,-1,0.24510332989977784,-1,0.14285714285714288
"if h is bipartite, it contains no odd cycle. also, let us fix parameters beta and eta in (26, 48).",-1,0.24510332989977784,-1,0.14285714285714288
"there exists infinitely many primes greater than 15. also, for all a, if p(a) then q(a). therefore, by the mean value theorem, there exists c in (48, 32) such that f'(c) = (f(32) - f(48)) / (32 - 48).",10,0.44232871836028465,0,0.49611039488863173
"(d union s) complement = d complement intersection s complement . therefore, eigenvalues of a triangular matrix are its diagonal entries.",-1,0.36946714767014693,-1,0.29498745578750446
"if k_n is connected, there exists a spanning tree of k_n. therefore, let g: r^2  implies  r^2 be linear; then g(q + s) = t(q) + h(s).",5,0.6424693075879964,0,0.49611039488863173
"let us fix parameters theta and psi in (21, 40).",-1,0.08333333333333333,-1,0.14285714285714288
"there exists n such that p(n) and not q(n). moreover, for all r in n, there exists d7 such that r = 8d7.",7,0.45089980632630694,5,0.6774269480056236
"if p_n is bipartite, it contains no odd cycle.",-1,0.24510332989977784,-1,0.14285714285714288
"let k_n be a simple graph with 22 vertices; then the sum of degrees is even. moreover, v intersection (h union s) = (v intersection h) union (v intersection s).",-1,0.19442950801304446,-1,0.14285714285714288
let t: r^3  implies  r^3 be linear; then f(m7 + c) = t(m7) + h(c).,-1,0.22119044987784933,-1,0.2380908030031178
"if c_n is connected, there exists a spanning tree of c_n. therefore, by the mean value theorem, there exists c in (31, 23) such that f'(c) = (f(23) - f(31)) / (23 - 31).",5,0.8073659347188107,-1,0.3822043899683382
expectation is linear even when variables are not independent.,7,0.5160298776766287,-1,0.14285714285714288
the rank-nullity theorem implies dim(ker(f)) + dim(im(h)) = dim(r^3).,10,0.43034660717828527,-1,0.2380908030031178
"there exists infinitely many primes greater than 38. hence, there exists a bijection between a and d under certain conditions. hence, var(x) = e[x^2] - (e[x])^2.",10,0.44232871836028465,-1,0.3822043899683382
"for all s in z, there exists r such that s = 36r.",-1,0.13739297714288734,-1,0.3057931168813066
"the null space of a matrix equals the set of solutions to py = 0. also, if c_n is connected, there exists a spanning tree of c_n. also, there exists infinitely many primes greater than 8.",5,0.7177279941511411,-1,0.34425219580108696
"if k_n is connected, there exists a spanning tree of k_n. hence, let f: r^n  implies  r^n be linear; then h(z + c) = h(z) + f(c).",5,0.6424693075879964,0,0.49611039488863173
"if k and w are independent, then p(k intersection w) = p(k) p(w).",7,0.8572778367124905,-1,0.2380908030031178
"for all w8, if w8 in h and h subset u, then w8 in u.",11,0.8254104687245687,-1,0.2380908030031178
"for all s, if p(s) then q(s). also, if h is connected, there exists a spanning tree of h.",5,0.830872851153479,-1,0.3057931168813066
"the gcd(u9, w) can be expressed as a linear combination of u9 and w. hence, there exists b such that p(b) and not q(b).",-1,0.3716239457105091,5,0.7839262653573001
"if y divides b7 and b7 divides 47, then y divides 47.",-1,0.2622082664807506,-1,0.2380908030031178
there exists a bijection between e and b under certain conditions.,-1,0.13739297714288734,-1,0.34425219580108696
the rank-nullity theorem implies dim(ker(t)) + dim(im(h)) = dim(c^n).,10,0.43034660717828527,-1,0.2380908030031178
"by the mean value theorem, there exists c in (3, 38) such that f'(c) = (f(38) - f(3)) / (38 - 3). moreover, the gcd(m6, a) can be expressed as a linear combination of m6 and a.",-1,0.2935135092487263,-1,0.34425219580108696
"there exists infinitely many primes greater than 29. hence, by the law of total probability, p(a) = σ p(a|b_i)p(b_i).",10,0.48568179182646704,-1,0.3822043899683382
there exists z such that p(z) and not q(z).,7,0.45089980632630694,5,0.7944320264248652
"if g is connected, there exists a spanning tree of g. hence, d is prime implies d has no nontrivial divisors. also, (d union u) complement = d complement intersection u complement .",5,0.5113650903480205,0,0.49611039488863173
"the null space of a matrix equals the set of solutions to pz4 = 0. therefore, b is prime implies b has no nontrivial divisors.",1,0.4625407779939103,0,0.44715674591126325
let f: c^n  implies  c^n be linear; then g(n + a) = f(n) + h(a).,-1,0.22119044987784933,-1,0.2380908030031178
chebyshev’s inequality bounds tail probabilities via variance.,7,0.4343670697609568,-1,0.14285714285714288
"by contradiction: assume not p, derive a contradiction, conclude p.",-1,0.3625970164701608,1,0.646505984397099
"the gcd(d, y9) can be expressed as a linear combination of d and y9.",-1,0.3145975585707564,-1,0.14285714285714288
(a union s) complement = a complement intersection s complement .,-1,0.25127493930232064,-1,0.14285714285714288
"by the mean value theorem, there exists c in (42, 50) such that f'(c) = (f(50) - f(42)) / (50 - 42).",-1,0.13739297714288734,-1,0.34425219580108696
d is prime implies d has no nontrivial divisors.,-1,0.3086335985826879,-1,0.2380908030031178
"boundary conditions are omitted for brevity. also, if p is invertible, then det(p) not equal 0.",10,0.5030658665824496,-1,0.2380908030031178
"if c_n is connected, there exists a spanning tree of c_n.",5,0.8073659347188107,-1,0.34425219580108696
w - r = r - w under commutativity.,-1,0.08333333333333333,-1,0.14285714285714288
"if c_n is bipartite, it contains no odd cycle.",-1,0.24510332989977784,-1,0.14285714285714288
"eigenvalues of a triangular matrix are its diagonal entries. hence, there exists infinitely many primes greater than 42.",-1,0.28784913373008025,-1,0.3822043899683382
there exists a bijection between g and e under certain conditions.,-1,0.13739297714288734,-1,0.34425219580108696
let k_n be a simple graph with 8 vertices; then the sum of degrees is even.,-1,0.24510332989977784,-1,0.14285714285714288
let g be a simple graph with 37 vertices; then the sum of degrees is even.,-1,0.24510332989977784,-1,0.14285714285714288
"chebyshev’s inequality bounds tail probabilities via variance. moreover, by the mean value theorem, there exists c in (29, 1) such that f'(c) = (f(1) - f(29)) / (1 - 29).",7,0.5160298776766287,-1,0.34425219580108696
the rank-nullity theorem implies dim(ker(f)) + dim(im(h)) = dim(r^3).,10,0.43034660717828527,-1,0.2380908030031178
"(b union u) complement = b complement intersection u complement . also, if c_n is connected, there exists a spanning tree of c_n.",5,0.7952354842784463,-1,0.34425219580108696
"by the mean value theorem, there exists c in (10, 16) such that f'(c) = (f(16) - f(10)) / (16 - 10).",-1,0.13739297714288734,-1,0.34425219580108696
"the gcd(r5, b) can be expressed as a linear combination of r5 and b. also, for all c in n, there exists q7 such that c = 10q7.",-1,0.2935135092487263,-1,0.3057931168813066
"the null space of a matrix equals the set of solutions to pm9 = 0. therefore, if n is invertible, then det(n) not equal 0.",1,0.8566864927388288,0,0.44715674591126325
"(p  implies  q) is logically equivalent to ( not q  implies   not p). moreover, the derivative of a sum is the sum of derivatives.",10,0.4556988091253067,0,0.6518763018632654
"for all b in r, there exists p such that b = 38p.",-1,0.13739297714288734,-1,0.3057931168813066
"if k_n is connected, there exists a spanning tree of k_n. therefore, chebyshev’s inequality bounds tail probabilities via variance.",5,0.8126252695101142,-1,0.3822043899683382
there exists infinitely many primes greater than 44.,-1,0.2622082664807506,-1,0.34425219580108696
"let us fix parameters tau and delta in (39, 33). moreover, (p  implies  q) is logically equivalent to ( not q  implies   not p). moreover, y - a = a * y under commutativity.",3,0.4860745732106878,0,0.6518763018632654
"there exists a bijection between b and e under certain conditions. also, y7 / b3 = b3 + y7 under commutativity.",-1,0.13739297714288734,-1,0.34425219580108696
the rank-nullity theorem implies dim(ker(h)) + dim(im(f)) = dim(r^3).,10,0.43034660717828527,-1,0.2380908030031178
r is prime implies r has no nontrivial divisors.,-1,0.3086335985826879,-1,0.2380908030031178
existential instantiation introduces a fresh witness v.,-1,0.08333333333333333,-1,0.14285714285714288
"u is prime implies u has no nontrivial divisors. moreover, there exists q such that p(q) and not q(q).",10,0.7347802495293922,5,0.6774269480056236
"for all t in n, there exists r8 such that t = 2r8. also, if a series of continuous functions converges uniformly, the limit is continuous.",9,0.4788904318919807,-1,0.3057931168813066
let g be a simple graph with 41 vertices; then the sum of degrees is even.,-1,0.24510332989977784,-1,0.14285714285714288
"the rank-nullity theorem implies dim(ker(f)) + dim(im(g)) = dim(r^n). therefore, let f: r^2  implies  r^2 be linear; then t(t + x) = t(t) + g(x).",10,0.43034660717828527,0,0.44715674591126325
"for all w8, if w8 in c and c subset t, then w8 in t. also, eigenvalues of a triangular matrix are its diagonal entries.",11,0.9105756812583533,-1,0.2380908030031178
"for all m, if p(m) then q(m).",7,0.45089980632630694,-1,0.2380908030031178
"(p  implies  q) is logically equivalent to ( not q  implies   not p). therefore, integration by parts: ∫ u dv = uv - ∫ v du. hence, if a function is differentiable at t8, it is continuous at t8.",9,0.8087380816803803,0,0.8480531152743317
there exists u such that p(u) and not q(u).,7,0.45089980632630694,5,0.7944320264248652
the null space of a matrix equals the set of solutions to nw = 0.,-1,0.36946714767014693,-1,0.14285714285714288
"by the mean value theorem, there exists c in (7, 31) such that f'(c) = (f(31) - f(7)) / (31 - 7). hence, by the law of total probability, p(a) = σ p(a|b_i)p(b_i).",7,0.8209254467116305,-1,0.3822043899683382
"if t1 divides v and v divides 27, then t1 divides 27.",-1,0.2622082664807506,-1,0.2380908030031178
"if v and x are independent, then p(v intersection x) = p(v) p(x). therefore, the null space of a matrix equals the set of solutions to mc = 0. moreover, e intersection (g union c) = (e intersection g) union (e intersection c).",7,0.6473217010146348,0,0.44715674591126325
"if m6 and d are independent, then p(m6 intersection d) = p(m6) p(d). hence, z7 + m = m / z7 under commutativity.",7,0.8572778367124905,0,0.44715674591126325
"(c union d) complement = c complement intersection d complement . hence, if p is invertible, then det(p) not equal 0.",-1,0.386330396605272,0,0.44715674591126325
the null space of a matrix equals the set of solutions to pw2 = 0.,-1,0.36946714767014693,-1,0.14285714285714288
there exists a path between any two vertices in a connected p_n.,5,0.7440911876685691,-1,0.34425219580108696
there exists a bijection between w and v under certain conditions.,-1,0.13739297714288734,-1,0.34425219580108696
"let p_n be a simple graph with 11 vertices; then the sum of degrees is even. hence, for all b5 in z, there exists r5 such that b5 = 22r5.",-1,0.23901421548022087,0,0.49611039488863173
"let us fix parameters eta and delta in (26, 1).",-1,0.3811714463658258,-1,0.14285714285714288
"chebyshev’s inequality bounds tail probabilities via variance. therefore, let c_n be a simple graph with 13 vertices; then the sum of degrees is even.",-1,0.20085119909750276,-1,0.29498745578750446
"u - b2 = b2 + u under commutativity. moreover, by the law of total probability, p(a) = σ p(a|b_i)p(b_i). also, by contradiction: assume not p, derive a contradiction, conclude p.",10,0.7221330950366652,1,0.646505984397099
the rank-nullity theorem implies dim(ker(t)) + dim(im(g)) = dim(r^3).,10,0.43034660717828527,-1,0.2380908030031178
"if a series of continuous functions converges uniformly, the limit is continuous. also, integration by parts: ∫ u dv = uv - ∫ v du.",9,0.8924968693204778,-1,0.14285714285714288
"g \ f = g intersection f complement . also, for all n in z, there exists d such that n = 15d.",-1,0.27303167144268287,0,0.5496314864453992
"existential instantiation introduces a fresh witness p. hence, if a divides s and s divides 47, then a divides 47.",-1,0.2622082664807506,0,0.44715674591126325
the null space of a matrix equals the set of solutions to ma = 0.,-1,0.36946714767014693,-1,0.14285714285714288
"the rank-nullity theorem implies dim(ker(t)) + dim(im(g)) = dim(r^3). therefore, existential instantiation introduces a fresh witness w. also, boundary conditions are omitted for brevity.",10,0.559101225002139,0,0.44715674591126325
"let us fix parameters psi and phi in (18, 36). also, chebyshev’s inequality bounds tail probabilities via variance.",7,0.4343670697609568,-1,0.14285714285714288
there exists a path between any two vertices in a connected c_n.,5,0.7440911876685691,-1,0.34425219580108696
"d intersection (v union d) = (d intersection v) union (d intersection d). also, there exists a path between any two vertices in a connected p_n.",5,0.7619824817460763,-1,0.34425219580108696
"e intersection (a union c) = (e intersection a) union (e intersection c). also, there exists s such that p(s) and not q(s).",7,0.5700373377192495,5,0.7944320264248652
the null space of a matrix equals the set of solutions to md = 0.,-1,0.36946714767014693,-1,0.14285714285714288
"the null space of a matrix equals the set of solutions to nn = 0. therefore, there exists a bijection between c and g under certain conditions.",11,0.4129508131846369,-1,0.3822043899683382
"by contradiction: assume not p, derive a contradiction, conclude p. also, if a function is differentiable at v7, it is continuous at v7.",9,0.4471259820369389,1,0.646505984397099
"if w8 divides v and v divides 18, then w8 divides 18.",-1,0.2622082664807506,-1,0.2380908030031178
there exists infinitely many primes greater than 11.,-1,0.2622082664807506,-1,0.34425219580108696
"the gcd(s, u3) can be expressed as a linear combination of s and u3.",-1,0.3145975585707564,-1,0.14285714285714288
there exists infinitely many primes greater than 38.,-1,0.2622082664807506,-1,0.34425219580108696
"if c_n is connected, there exists a spanning tree of c_n. also, assume standard smoothness; details are routine.",5,0.8073659347188107,-1,0.34425219580108696
"g intersection (u union e) = (g intersection u) union (g intersection e). also, if a function is differentiable at k9, it is continuous at k9.",9,0.44922197849074097,-1,0.14285714285714288
"if c_n is bipartite, it contains no odd cycle. therefore, the gcd(s6, z) can be expressed as a linear combination of s6 and z.",-1,0.3145975585707564,-1,0.29498745578750446
"if a function is differentiable at z, it is continuous at z.",9,0.5649521210320599,-1,0.14285714285714288
"for all t, if p(t) then q(t). moreover, by the mean value theorem, there exists c in (4, 8) such that f'(c) = (f(8) - f(4)) / (8 - 4).",7,0.45089980632630694,-1,0.3057931168813066
there exists a path between any two vertices in a connected k_n.,5,0.7440911876685691,-1,0.34425219580108696
"for all q, if p(q) then q(q).",7,0.45089980632630694,-1,0.2380908030031178
the null space of a matrix equals the set of solutions to pd3 = 0.,-1,0.36946714767014693,-1,0.14285714285714288
(d union a) complement = d complement intersection a complement .,-1,0.25127493930232064,-1,0.14285714285714288
"by the pigeonhole principle, there exist two vertices with the same degree. moreover, the derivative of a sum is the sum of derivatives.",-1,0.3411164181856229,-1,0.14285714285714288
"for all p in q, there exists a7 such that p = 47a7.",-1,0.13739297714288734,-1,0.3057931168813066
"boundary conditions are omitted for brevity. also, existential instantiation introduces a fresh witness c. therefore, let f: r^3  implies  r^3 be linear; then f(u + a) = f(u) + f(a).",-1,0.3697303470063817,0,0.44715674591126325
"for all x, if x in w and w subset u, then x in u. hence, for all q in z, there exists x such that q = 36x.",11,0.8254104687245687,0,0.49611039488863173
"boundary conditions are omitted for brevity. also, var(x) = e[x^2] - (e[x])^2.",5,0.4299208317422926,-1,0.14285714285714288
"let c_n be a simple graph with 37 vertices; then the sum of degrees is even. also, let p_n be a simple graph with 37 vertices; then the sum of degrees is even.",-1,0.24510332989977784,-1,0.14285714285714288
"let us fix parameters psi and beta in (44, 42). hence, expectation is linear even when variables are not independent.",7,0.5160298776766287,-1,0.29498745578750446
"eigenvalues of a triangular matrix are its diagonal entries. moreover, (u union v) complement = u complement intersection v complement . moreover, there exists a path between any two vertices in a connected p_n.",5,0.7952354842784463,-1,0.34425219580108696
"the gcd(y, c) can be expressed as a linear combination of y and c.",-1,0.3145975585707564,-1,0.14285714285714288
"if h is bipartite, it contains no odd cycle.",-1,0.24510332989977784,-1,0.14285714285714288
consider the mapping g with unknown regularity.,-1,0.24510332989977784,-1,0.14285714285714288
"if a function is differentiable at v, it is continuous at v.",9,0.5649521210320599,-1,0.14285714285714288
"eigenvalues of a triangular matrix are its diagonal entries. therefore, by contradiction: assume not p, derive a contradiction, conclude p. also, if k_n is bipartite, it contains no odd cycle.",-1,0.39160341080522765,1,0.5311389375583656
"chebyshev’s inequality bounds tail probabilities via variance. also, for all r, if r in u and u subset c, then r in c.",11,0.8275907971765701,-1,0.2380908030031178
t intersection (u union h) = (t intersection u) union (t intersection h).,-1,0.25127493930232064,-1,0.14285714285714288
"integration by parts: ∫ u dv = uv - ∫ v du. also, by the pigeonhole principle, there exist two vertices with the same degree.",-1,0.26723559246389483,-1,0.14285714285714288
the null space of a matrix equals the set of solutions to pd = 0.,-1,0.36946714767014693,-1,0.14285714285714288
"assume standard smoothness; details are routine. also, assume standard smoothness; details are routine.",-1,0.08333333333333333,-1,0.14285714285714288
there exists infinitely many primes greater than 33.,-1,0.2622082664807506,-1,0.34425219580108696
the null space of a matrix equals the set of solutions to mw = 0.,-1,0.36946714767014693,-1,0.14285714285714288
"if g is bipartite, it contains no odd cycle.",-1,0.24510332989977784,-1,0.14285714285714288
"by the pigeonhole principle, there exist two vertices with the same degree. therefore, chebyshev’s inequality bounds tail probabilities via variance.",-1,0.20085119909750276,-1,0.29498745578750446
"there exists infinitely many primes greater than 32. also, if v and n are independent, then p(v intersection n) = p(v) p(n). also, by the law of total probability, p(a) = σ p(a|b_i)p(b_i).",7,0.5680181940809593,-1,0.3057931168813066
"let p_n be a simple graph with 33 vertices; then the sum of degrees is even. also, by the mean value theorem, there exists c in (48, 18) such that f'(c) = (f(18) - f(48)) / (18 - 48).",-1,0.23901421548022087,-1,0.34425219580108696
"by the mean value theorem, there exists c in (29, 6) such that f'(c) = (f(6) - f(29)) / (6 - 29).",-1,0.13739297714288734,-1,0.34425219580108696
the rank-nullity theorem implies dim(ker(g)) + dim(im(f)) = dim(r^n).,10,0.43034660717828527,-1,0.2380908030031178
there exists a bijection between g and t under certain conditions.,-1,0.13739297714288734,-1,0.34425219580108696
"the null space of a matrix equals the set of solutions to my = 0. moreover, if c_n is connected, there exists a spanning tree of c_n.",5,0.7952354842784463,-1,0.34425219580108696
"by the pigeonhole principle, there exist two vertices with the same degree. hence, if a and c are independent, then p(a intersection c) = p(a) p(c). hence, by the law of total probability, p(a) = σ p(a|b_i)p(b_i).",7,0.6983154150649054,0,0.44715674591126325
"the gcd(c, z) can be expressed as a linear combination of c and z.",-1,0.3145975585707564,-1,0.14285714285714288
"let us fix parameters zeta and eta in (38, 18). moreover, let us fix parameters delta and delta in (48, 17).",-1,0.3811714463658258,-1,0.14285714285714288
"b is prime implies b has no nontrivial divisors. also, by the pigeonhole principle, there exist two vertices with the same degree.",-1,0.3086516145434186,-1,0.2380908030031178
k is prime implies k has no nontrivial divisors.,-1,0.3086335985826879,-1,0.2380908030031178
"by the mean value theorem, there exists c in (26, 35) such that f'(c) = (f(35) - f(26)) / (35 - 26). hence, there exists y8 such that p(y8) and not q(y8).",7,0.45089980632630694,5,0.7839262653573001
"let k_n be a simple graph with 6 vertices; then the sum of degrees is even. also, if h is connected, there exists a spanning tree of h.",5,0.8073659347188107,-1,0.34425219580108696
"v is prime implies v has no nontrivial divisors. therefore, boundary conditions are omitted for brevity. also, by the mean value theorem, there exists c in (36, 40) such that f'(c) = (f(40) - f(36)) / (40 - 36).",10,0.6354454130126689,0,0.49611039488863173
"var(x) = e[x^2] - (e[x])^2. therefore, there exists infinitely many primes greater than 46.",10,0.44232871836028465,-1,0.3822043899683382
"for all a7, if a7 in a and a subset b, then a7 in b.",11,0.8254104687245687,-1,0.2380908030031178
"var(x) = e[x^2] - (e[x])^2. also, there exists infinitely many primes greater than 10.",10,0.44232871836028465,-1,0.34425219580108696
there exists a bijection between e and f under certain conditions.,-1,0.13739297714288734,-1,0.34425219580108696
"let us fix parameters omega and eta in (50, 6).",-1,0.08333333333333333,-1,0.14285714285714288
"for all b6, if b6 in h and h subset d, then b6 in d.",11,0.8254104687245687,-1,0.2380908030031178
"let g be a simple graph with 44 vertices; then the sum of degrees is even. hence, there exists a bijection between g and v under certain conditions. also, for all q9 in n, there exists k such that q9 = 47k.",-1,0.23901421548022087,0,0.49611039488863173
"if n is invertible, then det(n) not equal 0. also, there exists s such that p(s) and not q(s).",10,0.6361592966120929,5,0.6774269480056236
let h be a simple graph with 25 vertices; then the sum of degrees is even.,-1,0.24510332989977784,-1,0.14285714285714288
e \ u = e intersection u complement .,-1,0.25127493930232064,-1,0.14285714285714288
"by the mean value theorem, there exists c in (50, 23) such that f'(c) = (f(23) - f(50)) / (23 - 50). moreover, a is prime implies a has no nontrivial divisors.",10,0.45229864650263374,-1,0.3057931168813066
"there exists infinitely many primes greater than 49. moreover, boundary conditions are omitted for brevity. moreover, chebyshev’s inequality bounds tail probabilities via variance.",10,0.5574775413543714,-1,0.34425219580108696
"by the mean value theorem, there exists c in (41, 44) such that f'(c) = (f(44) - f(41)) / (44 - 41).",-1,0.13739297714288734,-1,0.34425219580108696
b intersection (v union d) = (b intersection v) union (b intersection d).,-1,0.25127493930232064,-1,0.14285714285714288
"if a series of continuous functions converges uniformly, the limit is continuous. also, eigenvalues of a triangular matrix are its diagonal entries.",9,0.5514231874424209,-1,0.14285714285714288
"for all c2, if c2 in u and u subset s, then c2 in s. therefore, by the law of total probability, p(a) = σ p(a|b_i)p(b_i).",11,0.6885518393415062,0,0.44715674591126325
the rank-nullity theorem implies dim(ker(f)) + dim(im(f)) = dim(r^2).,10,0.43034660717828527,-1,0.2380908030031178
the rank-nullity theorem implies dim(ker(h)) + dim(im(f)) = dim(r^n).,10,0.43034660717828527,-1,0.2380908030031178
"for all y in r, there exists v such that y = 28v.",-1,0.13739297714288734,-1,0.3057931168813066
"assume standard smoothness; details are routine. moreover, the rank-nullity theorem implies dim(ker(g)) + dim(im(h)) = dim(r^2). moreover, the derivative of a sum is the sum of derivatives.",10,0.48979078573082513,-1,0.2380908030031178
"by the mean value theorem, there exists c in (4, 19) such that f'(c) = (f(19) - f(4)) / (19 - 4). also, let g be a simple graph with 45 vertices; then the sum of degrees is even.",-1,0.23901421548022087,-1,0.34425219580108696
let g be a simple graph with 44 vertices; then the sum of degrees is even.,-1,0.24510332989977784,-1,0.14285714285714288
"eigenvalues of a triangular matrix are its diagonal entries. hence, assume standard smoothness; details are routine. also, by the law of total probability, p(a) = σ p(a|b_i)p(b_i).",7,0.6023165738102385,-1,0.29498745578750446
"if q and q are independent, then p(q intersection q) = p(q) p(q).",7,0.8572778367124905,-1,0.2380908030031178
h intersection (b union a) = (h intersection b) union (h intersection a).,-1,0.25127493930232064,-1,0.14285714285714288
"let g: r^n  implies  r^n be linear; then t(w + u9) = f(w) + g(u9). also, chebyshev’s inequality bounds tail probabilities via variance.",10,0.451476934290234,-1,0.2380908030031178
"for all q, if p(q) then q(q). also, the rank-nullity theorem implies dim(ker(t)) + dim(im(t)) = dim(r^3). also, there exists p such that p(p) and not q(p).",10,0.8203965047927888,5,0.6774269480056236
"if b divides r3 and r3 divides 15, then b divides 15. hence, if x and c are independent, then p(x intersection c) = p(x) p(c). hence, if a series of continuous functions converges uniformly, the limit is continuous.",10,0.8468699042757754,0,0.44715674591126325
"there exists infinitely many primes greater than 44. therefore, there exists a path between any two vertices in a connected p_n.",5,0.577292793326453,-1,0.3822043899683382
there exists a bijection between c and t under certain conditions.,-1,0.13739297714288734,-1,0.34425219580108696
"the rank-nullity theorem implies dim(ker(g)) + dim(im(f)) = dim(r^2). therefore, v * n6 = n6 * v under commutativity.",10,0.43034660717828527,0,0.44715674591126325
let t: c^n  implies  c^n be linear; then f(u3 + s) = h(u3) + f(s).,-1,0.22119044987784933,-1,0.2380908030031178
